Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet
307958,b,75.102,50.138,4.995,1.686,4.995,65.599,1.15,-1.393,30.515,1.038,35.084,1.565,44.358,184.138
307959,b,85.419,71.145,1.108,2.413,1.108,78.895,1.896,-1.353,27.241,-1.017,51.654,-0.641,38.018,89.267
307961,b,103.581,16.132,0.388,0.502,0.388,66.761,1.695,-1.371,24.773,0.638,41.987,0.659,64.438,36.379
307964,b,107.868,100.529,0.508,2.443,0.508,110.545,1.688,-1.372,41.12,2.139,69.425,2.246,46.196,152.351
307970,b,71.298,30.481,20.705,1.002,20.705,64.265,0.718,-1.259,37.407,-0.447,26.858,-0.48,47.935,157.345
307986,b,82.127,122.193,28.116,2.74,28.116,122.433,1.1,-1.413,58.299,2.208,64.134,1.789,50.953,95.583
307987,b,82.79,48.072,48.007,1.554,48.007,59.639,1.384,-0.624,25.021,-2.015,34.619,-0.678,68.184,178.227
308030,b,85.169,16.275,4.242,0.606,4.242,54.161,1.586,-0.271,20.941,-0.171,33.221,-0.776,54.696,146.156
308032,b,58.676,42.967,2.725,1.831,2.725,54.18,1.334,-1.409,23.21,1.215,30.97,1.536,32.611,60.68
308035,b,147.744,85.229,0.396,2.667,0.396,104.43,3.906,-1.221,21.284,1.763,83.146,2.38,66.13,34.647
308039,b,81.708,13.8,18.989,0.529,18.989,52.527,1.524,-0.251,20.812,1.299,31.715,1.808,53.85,137.816
308043,b,82.738,22.065,6.869,0.751,6.869,57.684,1.181,-0.962,26.447,1.336,31.237,2.059,55.388,149.982
308049,b,83.301,31.086,0.751,1.02,0.751,62.341,1.05,-1.414,30.403,-1.829,31.937,-1.33,56.997,45.768
308056,b,90.967,113.611,19.053,3.178,19.053,57.32,1.689,-1.398,21.313,0.385,36.007,-2.449,62.699,85.878
308059,b,121.891,71.329,4.4,2.263,4.4,90.376,3.244,-1.238,21.297,-0.698,69.079,-1.211,54.789,130.218
308063,b,65.61,59.952,0.304,2.317,0.304,66.695,1.564,-1.382,26.016,1.957,40.678,2.19,29.949,34.006
308068,b,80.128,47.038,16.474,1.903,16.474,56.565,1.469,-1.323,22.912,-1.947,33.652,-1.3,50.257,97.23
308071,b,150.82,133.868,3.126,3.259,3.126,118.424,3.215,-1.193,28.096,-0.164,90.328,-1.762,63.066,98.9
308094,b,97.048,143.981,3.987,3.46,3.987,80.369,2.451,-1.308,23.291,-1.696,57.078,0.966,43.111,50.146
308095,b,78.541,35.699,1.261,1.167,1.261,58.419,0.839,-1.411,31.762,1.888,26.657,0.754,58.088,75.54
308098,b,61.205,109.573,1.799,2.921,1.799,66.046,0.69,-1.398,39.086,2.234,26.96,-0.177,44.776,60.619
308118,b,76.076,82.147,4.257,2.477,4.257,70.005,1.245,-1.397,31.186,-0.997,38.82,0.534,42.951,79.886
308123,b,106.825,36.381,28.195,1.325,28.195,61.619,1.92,-1.075,21.105,0.755,40.514,1.082,70.512,110.774
308124,s,72.519,33.127,1.724,1.341,1.724,52.263,1.558,-1.396,20.428,-0.593,31.835,-1.295,43.636,66.824
308126,b,70.9,116.58,0.623,3.02,0.623,76.179,1.256,-1.406,33.762,-0.041,42.417,-2.151,36.229,50.366
308141,b,68.226,46.934,1.676,1.794,1.676,60.478,1.324,-1.406,26.02,-0.694,34.458,-0.857,39.172,95.241
308142,b,67.32,47.289,0.731,1.744,0.731,61.414,1.181,-1.41,28.158,-1.963,33.256,-2.263,39.738,52.507
308164,b,71.1,65.028,1.545,2.079,1.545,55.296,0.944,-1.414,28.44,-1.629,26.856,0.281,49.175,52.84
308184,b,102.153,62.617,28.106,2.118,28.106,74.869,2.288,-1.411,22.77,1.311,52.1,0.656,61.766,124.481
308186,b,95.184,70.026,18.728,1.603,18.728,93.71,1.147,-1.414,43.656,-0.616,50.053,-1.298,52.266,215.679
308187,b,89.094,47.018,1.392,1.412,1.392,65.647,1.139,-1.414,30.688,-0.438,34.959,-1.52,59.644,186.092
308205,b,108.727,85.757,27.915,2.654,27.915,89.106,1.59,-1.304,34.4,0.076,54.707,0.486,55.297,83.249
308228,b,90.946,34.779,0.055,1.115,0.055,59.926,1.366,-1.397,25.332,-1.028,34.593,-2.134,59.829,35.164
308229,b,69.535,52.021,13.994,1.87,13.994,60.945,0.795,-1.412,33.956,-1.677,26.989,-0.833,52.13,132.695
308232,b,82.994,62.62,1.451,2.084,1.451,65.315,1.636,-1.372,24.776,0.741,40.539,-0.468,46.171,99.99
308234,b,98.607,91.819,27.634,3.072,27.634,83.321,2.314,-1.405,25.144,-1.24,58.177,0.042,49.649,146.987
308239,b,75.285,67.482,1.074,2.177,1.074,67.775,1.304,-1.402,29.421,0.973,38.354,2.129,42.614,80.177
308242,b,425.722,391.47,29.414,3.379,29.414,345.05,3.323,-1.361,79.815,-0.223,265.235,1.401,172.884,147.629
308248,b,76.29,116.967,2.408,2.809,2.408,74.631,0.989,-1.414,37.527,1.342,37.104,-0.909,47.73,106.126
308274,s,54.202,88.052,13.531,2.501,13.531,78.562,0.559,-1.292,50.395,2.277,28.166,0.804,55.255,188.361
308277,b,141.239,116.935,4.965,2.63,4.965,112.091,2.399,-1.279,32.979,0.593,79.112,-0.701,64.891,117.094
308296,s,99.718,140.286,5.005,2.364,5.005,147.019,0.878,-1.412,78.303,1.036,68.716,1.606,56.116,138.394
308299,b,121.996,25.357,52.094,0.768,52.094,67.132,1.443,-0.841,27.476,-1.778,39.656,-1.244,104.177,163.978
308301,b,92.806,61.952,0.71,2.251,0.71,73.282,2.419,-1.3,21.435,2.128,51.847,1.587,43.247,59.554
308304,b,70.494,39.432,0.433,1.482,0.433,58.585,1.183,-1.408,26.835,-1.399,31.75,-1.429,43.693,68.783
308315,b,78.819,24.175,18.621,1.041,18.621,48.77,1.205,-1.362,22.115,0.352,26.655,0.343,60.204,156.456
308326,b,88.525,29.632,36.344,0.907,36.344,73.114,2.281,-1.121,22.285,1.384,50.829,1.588,45.255,137.868
308337,b,78.46,93.131,9.861,2.476,9.861,59.176,1.061,-1.04,28.713,-1.659,30.462,0.808,50.522,98.035
308338,b,84.299,45.828,4.135,1.65,4.135,55.669,1.737,-1.307,20.341,0.706,35.328,-0.619,51.24,93.685
308340,b,85.348,95.93,0.939,2.372,0.939,103.636,1.231,-1.408,46.461,-1.738,57.174,-1.933,40.44,67.461
308342,b,101.17,73.801,4.949,2.545,4.949,86.209,2.739,-1.28,23.058,0.358,63.15,0.033,41.374,119.722
308348,b,76.024,42.981,2.978,1.482,2.978,61.245,1.123,-1.401,28.852,-1.826,32.393,-1.152,48.205,68.09
308362,b,88.975,61.014,40.178,1.844,40.178,76.917,0.817,-1.376,42.331,1.153,34.586,1.197,85.561,188.549
308366,b,65.319,55.972,0.949,2.232,0.949,63.127,1.535,-1.383,24.9,-0.333,38.228,-0.027,31.659,88.91
308376,b,97.532,99.052,22.535,2.771,22.535,78.204,2.621,-0.959,21.6,0.087,56.603,2.05,42.028,129.572
308379,b,73.699,93.641,4.739,2.872,4.739,59.137,1.436,-1.368,24.281,-1.857,34.856,0.441,42.227,78.021
308382,b,94.478,86.654,5.429,2.093,5.429,100.564,1.223,-1.399,45.231,0.773,55.333,0.704,47.42,74.668
308387,b,80.41,59.174,2.152,1.98,2.152,69.772,1.551,-1.393,27.348,1.903,42.423,1.267,43.196,107.624
308401,b,72.062,132.892,0.426,3.403,0.426,65.717,1.472,-1.39,26.583,-1.097,39.134,1.685,37.726,35.786
308430,b,84.239,84.362,25.184,2.753,25.184,76.868,1.824,-1.411,27.223,-1.19,49.645,0.037,47.935,123.504
308437,b,72.997,130.237,37.016,2.837,37.016,118.818,0.522,-1.399,78.06,-0.081,40.758,1.129,78.951,147.169
308439,b,68.897,41.775,34.586,1.55,34.586,61.365,1.634,-1.221,23.299,1.28,38.066,1.168,48.89,173.861
308456,b,137.103,132.749,3.456,2.702,3.456,82.385,2.571,-1.176,23.068,1.88,59.317,-0.811,79.254,90.12
308460,b,85.039,16.311,3.097,0.573,3.097,58.36,1.449,-1.383,23.827,-1.689,34.533,-1.655,53.013,59.487
308470,b,84.714,53.086,3.008,1.812,3.008,56.991,1.62,-1.345,21.75,-0.107,35.24,1.405,52.268,82.058
308480,b,99.619,68.624,16.306,2.349,16.306,70.063,2.225,-1.156,21.723,-0.225,48.34,0.972,51.684,88.925
308492,b,92.783,36.272,1.592,1.011,1.592,74.124,0.898,-1.414,39.055,0.631,35.069,0.269,65.054,99.342
308497,b,74.012,33.646,1.451,1.385,1.451,54.313,1.699,-1.357,20.121,1.751,34.193,1.959,42.138,58.695
308504,b,79.772,55.762,12.705,1.595,12.705,76.525,0.765,-1.344,43.347,0.257,33.178,-0.288,63.849,182.339
308505,b,82.783,100.602,28.411,2.523,28.411,67.735,1.912,-1.188,23.263,-0.281,44.472,2.132,42.391,61.122
308524,b,75.458,50.073,2.701,1.669,2.701,58.21,1.135,-1.406,27.265,-0.674,30.945,0.648,48.417,70.572
308555,b,74.076,44.383,3.064,1.627,3.064,61.506,1.337,-1.383,26.322,-1.996,35.185,-2.176,42.559,95.594
308556,b,80.967,107.915,4.722,2.226,4.722,113.217,0.421,-1.334,79.657,1.654,33.56,0.38,79.446,171.069
308557,b,87.896,36.749,23.226,1.354,23.226,58.165,1.238,-1.212,25.988,1.738,32.177,1.343,60.76,185.599
308561,b,68.421,50.762,25.948,1.858,25.948,61.023,1.481,-1.339,24.594,0.293,36.429,-0.492,47.364,98.581
308562,b,82.761,19.387,2.72,0.7,2.72,56.53,1.32,-1.414,24.368,-0.03,32.162,-0.337,54.606,114.311
308568,b,93.893,59.752,28.332,1.955,28.332,72.936,1.458,-1.113,29.67,2.014,43.266,2.253,51.115,169.41
308570,b,68.096,49.838,1.026,2.151,1.026,57.973,1.842,-1.351,20.401,1.897,37.572,2.374,33.371,98.199
308575,b,76.898,50.617,3.342,1.823,3.342,64.717,1.447,-1.399,26.451,0.503,38.266,0.751,44.025,82.485
308598,b,73.328,26.96,5.792,1.06,5.792,50.915,1.537,-1.31,20.066,-1.856,30.848,-0.952,43.862,93.097
308607,b,69.902,93.208,29.936,2.702,29.936,76.423,0.665,-1.395,45.889,2.086,30.534,0.513,46.768,146.567
308612,b,79.248,31.306,4.922,1.206,4.922,56.402,1.64,-1.313,21.362,-0.821,35.04,-0.517,46.017,90.942
308617,b,60.64,43.805,0.264,1.921,0.264,54.316,1.453,-1.391,22.14,0.181,32.176,0.109,32.451,29.654
308621,b,84.782,46.133,21.57,1.624,21.57,53.031,1.618,-0.67,20.256,-1.804,32.775,-0.222,58.61,103.997
308629,b,88.737,99.733,0.559,2.521,0.559,73.81,1.256,-1.404,32.723,-1.236,41.088,0.753,53.479,41.51
308642,b,88.25,40.619,4.409,1.349,4.409,65.844,1.413,-1.363,27.287,0.276,38.557,0.405,53.21,196.132
308649,b,79.338,157.747,3.256,3.49,3.256,68.285,1.217,-1.397,30.801,-0.799,37.484,2.259,47.015,61.322
308660,b,74.202,25.461,0.612,1.034,0.612,52.45,1.508,-1.389,20.909,-2.16,31.541,-2.016,45.477,53.768
308667,b,76.81,36.499,1.115,1.426,1.115,57.125,1.624,-1.366,21.772,0.223,35.352,0.457,44.218,81.918
308670,b,106.446,83.248,4.158,2.361,4.158,91.361,1.964,-1.323,30.823,-1.617,60.538,-2.254,49.28,161.492
308674,b,92.021,112.347,31.062,2.252,31.062,98.455,1.395,-1.406,41.114,0.686,57.341,2.345,41.198,177.412
308699,b,73.189,79.563,0.977,2.773,0.977,67.484,1.836,-1.356,23.798,0.202,43.686,-1.298,33.22,55.096
308715,b,80.528,28.749,3.137,1.002,3.137,55.808,1.18,-1.328,25.602,-0.77,30.206,-1.695,53.869,133.093
308716,b,97.983,135.378,23.43,2.615,23.43,133.776,0.964,-1.413,68.127,-1.761,65.648,-1.094,63.385,252.509
308734,b,101.826,58.213,59.669,1.765,59.669,76.443,1.597,-1.305,29.434,1.683,47.009,2.055,88.058,241.873
308739,b,64.041,34.0,2.619,1.4,2.619,52.556,1.162,-1.4,24.304,-1.992,28.252,-2.246,39.398,51.653
308740,b,77.954,37.22,1.958,1.341,1.958,54.471,1.39,-1.395,22.792,1.732,31.68,0.604,49.056,75.533
308756,b,104.903,72.414,2.195,2.289,2.195,85.021,2.337,-1.295,25.476,1.72,59.545,2.169,47.932,86.111
308757,b,118.295,78.815,47.649,2.831,47.649,79.249,2.537,-1.403,22.404,0.744,56.845,1.755,74.737,189.932
308779,b,115.071,152.869,3.514,3.264,3.514,90.861,2.288,-1.338,27.636,-2.282,63.226,0.228,55.957,168.713
308781,b,74.609,70.3,13.363,2.008,13.363,79.469,1.009,-1.389,39.559,-0.64,39.91,-1.349,50.983,130.66
308793,s,158.245,81.889,23.746,1.114,23.746,169.763,0.352,-1.112,125.551,1.702,44.212,1.029,167.015,308.69
308794,b,60.081,32.268,27.486,1.16,27.486,58.435,1.057,-0.989,28.404,1.872,30.031,1.58,42.188,116.913
308821,b,77.805,21.188,0.77,0.845,0.77,51.276,1.523,-1.388,20.32,0.436,30.956,-0.136,49.656,35.993
308822,b,84.64,24.59,21.378,0.919,21.378,54.312,1.233,-0.966,24.318,-0.352,29.994,-0.894,59.719,139.877
308826,b,74.567,83.894,28.11,3.27,28.11,55.764,1.47,-1.384,22.579,0.353,33.184,2.378,46.865,79.769
308834,b,72.624,50.686,6.619,2.027,6.619,55.18,1.676,-1.306,20.622,-0.961,34.559,-2.056,39.792,93.35
308841,b,89.912,65.508,2.396,1.524,2.396,90.332,0.441,-1.327,62.67,0.848,27.662,2.083,80.584,129.301
308846,b,103.818,69.469,1.294,2.514,1.294,82.911,2.818,-1.29,21.718,1.921,61.194,2.025,45.126,39.216
308849,b,102.421,138.237,30.064,2.199,30.064,139.105,0.508,-1.193,92.273,-0.824,46.832,0.515,106.752,209.325
308873,b,70.784,85.409,0.759,2.747,0.759,48.547,1.356,-1.393,20.605,-1.41,27.942,1.233,45.886,42.754
308883,b,74.918,25.186,21.649,0.933,21.649,56.036,1.207,-1.123,25.394,0.725,30.642,0.885,54.489,226.257
308889,b,98.964,77.388,2.502,2.108,2.502,91.798,1.652,-1.368,34.612,-1.137,57.186,-1.1,47.229,87.477
308896,b,64.149,69.269,0.163,2.439,0.163,50.982,1.186,-1.409,23.319,0.012,27.663,2.068,40.647,39.957
308903,b,77.385,39.364,3.289,1.354,3.289,59.591,1.118,-1.396,28.135,0.119,31.456,0.907,50.119,90.016
308904,b,81.174,87.899,3.318,2.542,3.318,55.45,1.456,-1.411,22.578,-0.251,32.872,2.239,50.821,98.993
308905,b,79.438,75.493,0.393,2.723,0.393,65.636,2.261,-1.319,20.131,1.778,45.505,0.211,36.474,73.647
308907,b,79.804,18.814,1.312,0.631,1.312,58.44,0.91,-0.86,30.605,0.509,27.835,1.14,57.2,65.752
308911,b,70.723,76.864,0.266,2.635,0.266,53.235,1.636,-1.372,20.196,0.005,33.039,-2.186,40.442,33.544
308914,b,76.349,33.217,1.98,1.197,1.98,52.454,1.064,-1.379,25.416,0.819,27.038,-0.364,53.966,118.816
308918,b,74.418,39.398,0.461,1.448,0.461,56.404,1.295,-1.402,24.582,1.261,31.822,2.086,46.424,39.338
308927,b,53.034,71.891,3.093,2.442,3.093,64.38,0.74,-1.399,36.999,0.987,27.381,-0.399,38.535,103.545
308938,b,85.102,138.909,23.519,3.137,23.519,90.171,1.669,-1.414,33.787,0.812,56.384,-1.354,46.184,117.563
308942,b,69.441,42.998,0.871,1.715,0.871,57.841,1.454,-1.385,23.569,0.151,34.272,0.149,38.84,68.498
308966,b,71.224,22.956,26.002,0.824,26.002,54.613,1.337,-0.1,23.372,-0.996,31.241,-0.175,42.737,117.015
308971,b,78.626,53.929,1.365,1.81,1.365,68.324,1.332,-1.396,29.301,-2.268,39.023,-1.886,44.671,82.819
308973,s,147.139,60.137,6.141,1.007,6.141,122.858,0.679,-1.354,73.153,0.238,49.706,-0.381,116.694,110.616
308987,b,76.703,61.649,17.377,1.774,17.377,71.811,0.692,-1.267,42.448,-0.861,29.363,0.298,66.777,103.831
308995,b,75.075,34.762,25.432,1.133,25.432,62.677,0.956,-1.018,32.038,-1.154,30.64,-0.54,57.809,166.407
309033,b,84.718,60.296,11.623,1.722,11.623,63.44,1.302,-1.409,27.562,-0.577,35.878,-2.247,50.47,153.894
309035,b,79.144,40.695,4.235,1.545,4.235,59.573,1.647,-1.333,22.51,0.759,37.063,1.056,44.318,94.877
309065,b,82.915,42.445,4.245,1.38,4.245,62.167,1.317,-1.394,26.829,-0.316,35.338,-1.275,50.684,94.836
309091,b,81.49,20.854,0.246,0.751,0.246,57.162,1.27,-1.402,25.181,1.558,31.981,1.544,53.3,43.229
309093,b,75.56,70.557,2.477,2.295,2.477,64.158,1.542,-1.389,25.241,2.109,38.917,0.596,40.757,89.926
309103,b,60.194,57.569,2.047,1.775,2.047,77.45,0.536,-1.342,50.419,0.668,27.03,0.432,51.408,134.662
309104,b,73.024,76.678,1.244,2.433,1.244,49.959,1.16,-0.898,23.133,-1.684,26.826,0.748,49.695,107.543
309129,b,56.426,73.337,0.574,2.274,0.574,73.928,0.695,-1.394,43.614,-1.3,30.315,-2.347,40.668,54.285
309150,b,99.9,115.21,0.888,2.669,0.888,95.163,1.559,-1.379,37.185,0.465,57.978,2.044,48.334,65.049
309172,b,58.73,159.358,21.305,4.425,21.305,54.473,1.469,-1.41,22.058,1.969,32.414,-1.549,35.266,65.977
309188,s,71.593,82.916,25.438,2.331,25.438,87.372,0.536,-1.412,56.887,1.681,30.485,0.779,60.748,138.105
309191,b,73.761,35.2,4.827,1.352,4.827,54.901,1.167,-1.406,25.332,0.237,29.569,0.787,49.548,155.126
309196,b,103.642,51.255,21.517,1.613,21.517,66.797,1.47,-1.237,27.043,1.826,39.754,0.876,68.637,84.595
309216,b,62.852,58.284,0.618,2.188,0.618,55.47,1.219,-1.408,24.994,-0.788,30.476,0.581,37.314,103.338
309229,b,93.304,87.539,0.999,2.426,0.999,71.692,1.758,-1.365,25.996,-0.413,45.696,-2.243,51.102,57.302
309230,b,84.886,27.76,0.556,0.938,0.556,57.595,1.208,-1.407,26.09,1.481,31.505,2.366,57.458,86.164
309234,b,78.106,56.63,10.505,1.926,10.505,54.403,1.684,-1.139,20.272,-1.518,34.132,0.269,44.774,118.723
309239,b,98.52,26.915,37.579,0.692,37.579,79.701,1.82,-0.324,28.266,0.376,51.435,-0.296,49.305,168.19
309261,b,68.873,129.872,1.833,3.497,1.833,49.931,1.269,-1.388,22.005,1.363,27.926,-1.987,44.173,48.501
309263,b,84.05,31.093,1.521,1.071,1.521,56.047,1.367,-1.336,23.677,-0.884,32.37,0.178,54.589,57.699
309265,b,96.625,80.032,0.894,2.666,0.894,81.188,2.395,-1.311,23.917,1.572,57.271,0.561,42.23,101.238
309273,b,97.537,82.813,3.038,2.631,3.038,86.305,2.108,-1.328,27.768,0.05,58.537,0.8,42.365,100.925
309275,b,93.31,127.667,2.214,2.718,2.214,74.231,0.887,-1.414,39.343,1.753,34.888,-0.817,65.611,112.208
309278,b,65.041,57.874,0.812,2.248,0.812,57.995,1.488,-1.383,23.309,-0.205,34.687,0.921,34.178,35.595
309287,b,62.242,81.631,27.175,2.048,27.175,78.083,0.71,-1.156,45.658,0.537,32.426,-1.029,42.715,109.498
309301,b,92.781,52.38,28.423,1.597,28.423,59.926,0.776,-0.778,33.746,-2.104,26.18,-0.53,84.59,162.314
309312,b,78.675,91.027,0.512,2.549,0.512,58.452,1.089,-1.412,27.978,1.096,30.474,-1.29,53.132,92.449
309313,b,71.743,71.615,5.198,2.279,5.198,56.056,0.925,-1.409,29.114,-0.587,26.942,1.396,50.984,102.621
309320,b,86.053,96.477,24.765,2.495,24.765,65.629,2.266,-1.367,20.095,-1.197,45.534,1.293,40.692,136.563
309336,b,95.393,245.078,0.405,4.29,0.405,84.366,2.045,-1.335,27.703,-1.897,56.663,1.711,42.606,33.721
309345,b,79.469,91.025,3.119,2.316,3.119,98.332,1.172,-1.412,45.264,0.309,53.068,-0.057,39.226,134.065
309349,b,85.965,50.252,21.072,2.125,21.072,57.189,1.838,-1.217,20.149,-0.123,37.04,-0.851,50.704,88.266
309356,s,102.662,116.23,11.954,2.919,11.954,81.249,2.53,-1.223,23.014,1.958,58.235,-0.28,46.07,147.049
309362,b,78.545,30.949,3.968,1.067,3.968,56.896,0.928,-1.402,29.507,0.291,27.389,-0.6,57.229,112.515
309368,b,62.745,92.407,1.454,2.869,1.454,62.188,1.237,-1.41,27.802,2.044,34.386,-0.038,34.802,101.0
309372,b,76.861,55.221,24.346,2.074,24.346,60.028,1.719,-1.404,22.074,-2.391,37.954,-1.343,51.819,125.348
309375,b,97.351,56.245,21.32,2.24,21.32,67.129,2.18,-1.121,21.112,-1.124,46.017,-0.98,51.647,99.888
309380,b,64.728,67.521,1.59,2.159,1.59,74.347,1.054,-1.414,36.203,1.279,38.145,0.728,36.128,91.177
309391,b,86.296,22.995,0.321,0.782,0.321,60.759,1.291,-1.404,26.526,0.22,34.233,0.178,55.999,48.253
309401,b,83.507,36.475,20.071,1.391,20.071,56.814,1.167,-1.305,26.222,1.795,30.592,2.014,58.848,88.794
309404,b,54.531,75.954,1.965,2.246,1.965,85.208,0.734,-1.394,49.145,-0.571,36.062,-0.491,37.356,109.177
309441,b,67.399,82.669,2.589,2.748,2.589,57.944,1.55,-1.37,22.724,-0.18,35.22,1.891,35.224,87.188
309457,b,90.895,79.343,28.435,1.993,28.435,88.737,1.661,-1.187,33.352,0.177,55.385,1.187,37.725,124.262
309486,b,99.962,54.464,0.41,1.787,0.41,74.179,2.179,-1.325,23.337,-0.145,50.842,-0.534,51.761,47.672
309496,b,96.971,46.149,1.368,1.17,1.368,82.852,0.821,-1.406,45.498,-2.186,37.353,-1.799,69.413,87.893
309509,b,78.801,47.14,6.664,1.685,6.664,62.274,1.766,-1.4,22.515,-1.46,39.759,-2.223,43.007,133.877
309513,b,82.404,239.153,48.827,4.128,48.827,68.759,1.861,-0.812,24.029,-2.341,44.73,1.652,56.2,89.994
309514,s,60.939,96.256,1.897,2.285,1.897,105.452,0.385,-1.287,76.137,0.032,29.315,1.117,67.244,122.375
309527,b,82.783,60.092,16.742,1.972,16.742,62.395,1.026,-1.414,30.803,2.416,31.592,1.15,62.112,117.923
309533,b,74.368,39.307,1.589,1.428,1.589,57.931,1.178,-1.404,26.595,-0.801,31.336,-1.455,47.58,64.585
309540,b,82.24,84.719,19.597,2.039,19.597,72.569,0.709,-1.156,42.469,0.894,30.1,-1.086,56.244,204.112
309545,b,77.339,133.829,42.878,3.114,42.878,95.685,0.81,-1.405,52.857,2.379,42.828,0.57,72.991,214.016
309555,b,64.659,54.648,2.051,2.068,2.051,56.084,1.264,-1.395,24.776,-0.059,31.308,1.14,37.287,66.83
309564,b,65.389,100.257,7.397,2.925,7.397,60.007,0.856,-1.414,32.331,0.841,27.677,-1.548,46.393,117.026
309572,b,72.38,48.353,0.368,1.93,0.368,58.725,1.749,-1.362,21.361,-1.397,37.364,-0.744,38.01,65.143
309577,b,113.92,105.954,0.625,2.528,0.625,71.031,2.091,-1.34,22.978,-0.841,48.053,1.625,68.088,34.975
309582,b,77.454,27.622,5.242,1.034,5.242,54.938,1.529,-1.355,21.725,-0.74,33.213,-0.069,45.993,100.28
309591,b,90.116,51.393,24.067,2.079,24.067,59.938,1.737,-1.225,21.897,1.085,38.041,0.509,54.341,102.949
309601,s,126.812,61.537,14.381,1.86,14.381,77.483,2.622,-1.321,21.391,-1.251,56.091,-2.314,74.815,103.04
309610,b,82.562,29.146,76.318,0.875,76.318,67.703,0.9,-0.342,35.635,0.11,32.068,-0.331,89.908,226.099
309624,b,88.871,95.141,22.291,2.639,22.291,69.529,1.32,-1.22,29.976,-0.445,39.553,1.516,50.794,116.726
309627,s,148.391,86.805,9.551,1.195,9.551,172.017,0.252,-1.226,137.377,0.464,34.64,-0.692,161.215,266.073
309652,b,89.817,76.628,6.153,2.363,6.153,70.647,1.796,-1.311,25.269,0.413,45.379,-1.051,46.599,137.701
309684,b,84.076,75.978,0.788,2.734,0.788,69.327,2.431,-1.306,20.207,2.333,49.12,0.897,37.431,48.267
309690,b,84.925,54.442,22.756,1.973,22.756,60.989,1.364,-1.414,25.796,0.199,35.193,-0.726,61.437,101.069
309697,b,81.646,96.223,20.246,2.637,20.246,56.223,0.947,-0.834,28.877,-0.831,27.346,1.768,65.225,120.33
309709,b,92.878,142.762,0.965,2.74,0.965,103.169,0.943,-1.414,53.088,0.083,50.081,-1.826,56.455,126.849
309713,b,85.426,60.419,4.86,1.705,4.86,76.685,0.984,-1.409,38.652,1.157,38.034,0.451,54.265,100.236
309717,b,92.174,34.819,3.624,1.151,3.624,59.365,1.725,-0.851,21.787,-1.182,37.578,-2.331,56.525,91.928
309718,b,82.658,64.877,20.118,1.982,20.118,72.886,0.932,-1.406,37.723,-0.242,35.164,-1.058,64.618,168.146
309726,b,86.527,60.157,0.812,1.949,0.812,70.687,1.683,-1.37,26.343,-1.339,44.344,-2.15,46.019,40.931
309733,b,74.784,31.425,16.394,1.35,16.394,50.589,1.299,-1.414,22.003,-1.085,28.587,-0.952,55.203,131.338
309748,b,85.27,23.365,0.415,0.801,0.415,60.113,1.258,-1.407,26.622,-1.659,33.492,-1.82,55.961,64.167
309765,b,69.837,36.391,0.19,1.255,0.19,61.489,0.763,-1.401,34.874,0.694,26.615,1.13,51.529,56.553
309790,b,89.034,53.327,2.031,1.529,2.031,65.139,0.948,-1.411,33.443,-0.313,31.696,-1.721,64.141,66.063
309810,b,79.545,73.314,1.44,1.923,1.44,89.541,0.855,-1.412,48.263,2.253,41.277,2.127,51.044,73.707
309837,b,69.028,81.534,42.781,2.847,42.781,82.481,2.201,-1.413,25.764,1.524,56.717,0.7,39.903,166.943
309841,b,78.309,85.862,22.955,2.38,22.955,64.372,1.572,-1.075,25.028,-0.297,39.344,-2.411,39.01,69.592
309842,b,93.485,106.231,3.768,2.956,3.768,81.4,2.108,-1.302,26.191,-1.152,55.209,0.687,41.104,66.386
309858,b,95.128,55.822,13.978,1.831,13.978,56.074,1.626,-1.137,21.356,0.363,34.718,2.107,65.244,150.934
309874,b,70.599,74.504,28.185,2.698,28.185,70.75,2.016,-1.414,23.458,-0.09,47.292,1.059,39.964,74.615
309875,b,88.93,64.438,16.386,1.483,16.386,95.795,0.765,-1.412,54.277,-2.278,41.518,-2.049,55.85,160.008
309883,b,77.88,43.401,6.846,1.694,6.846,60.664,1.856,-1.284,21.239,1.024,39.425,0.966,39.78,117.029
309919,b,96.178,52.517,0.455,1.498,0.455,75.166,1.327,-1.402,32.301,-0.487,42.865,0.147,58.609,47.548
309922,b,92.071,68.403,8.352,2.073,8.352,62.132,2.098,-1.407,20.054,-0.772,42.078,1.147,51.958,177.101
309939,b,67.866,54.222,32.114,2.029,32.114,64.276,1.789,-1.366,23.042,0.701,41.233,1.303,45.502,84.145
309949,b,101.247,59.218,24.435,1.536,24.435,76.308,1.78,-1.02,27.453,-2.38,48.855,-1.044,52.459,172.068
309958,b,69.387,69.218,1.422,2.263,1.422,71.611,1.255,-1.402,31.754,-2.072,39.858,-1.212,35.877,54.575
309968,b,75.855,41.146,26.347,1.207,26.347,68.071,0.68,-1.02,40.52,-1.607,27.551,-0.628,52.213,80.233
309975,b,101.066,66.149,20.4,2.465,20.4,74.447,2.254,-1.375,22.877,-0.713,51.57,-1.155,54.997,180.997
