Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_all_pt
295037,b,65.083,57.253,29.783,2.455,1.124,90.517,1.003,-1.414,30.076,-1.091,30.178,-0.798,50.537,95.746,30.263,3.625,30.263
295053,b,70.794,58.614,65.215,2.032,5.951,137.406,1.693,-1.1,24.596,0.96,41.65,0.069,70.777,194.989,71.161,-0.378,71.161
295148,b,82.7,179.259,44.677,3.122,1.204,164.737,1.103,-1.37,56.737,0.085,62.578,2.094,68.233,172.521,45.422,1.354,45.422
295163,b,103.653,60.699,52.115,1.516,1.224,140.893,0.84,-1.017,47.984,-0.466,40.289,-0.255,66.674,164.543,52.62,0.625,52.62
295241,b,100.017,66.176,50.798,2.668,26.231,105.013,2.08,-1.412,23.584,1.406,49.047,1.336,69.455,138.789,32.382,2.935,32.382
295269,b,288.083,198.696,84.959,2.897,27.165,302.947,2.132,1.118,68.025,1.38,145.043,1.637,146.159,249.252,89.878,2.101,89.878
295315,b,82.848,192.001,63.227,3.645,1.898,130.635,1.143,-0.28,31.53,1.847,36.053,-1.665,54.333,179.029,63.052,-1.748,63.052
295337,s,60.944,83.449,53.308,2.798,52.669,119.357,0.756,-1.409,48.543,-0.926,36.709,-0.76,71.648,315.102,34.105,1.934,34.105
295395,b,129.994,117.572,28.111,2.99,24.003,122.852,2.757,-0.795,24.671,0.188,68.018,2.097,62.353,187.613,30.163,-0.344,30.163
295403,b,82.457,71.672,35.063,1.943,0.953,101.579,1.616,-0.759,25.733,0.449,41.573,-1.378,48.703,75.505,34.272,-1.384,34.272
295481,b,75.244,64.654,44.0,2.588,20.807,125.424,0.882,-1.411,34.536,1.229,30.459,0.651,61.695,270.82,60.428,-1.179,60.428
295496,s,120.4,80.173,57.732,3.138,20.117,119.321,2.621,-1.411,21.773,1.244,57.07,0.194,77.715,94.432,40.479,-1.865,40.479
295578,b,63.459,67.587,39.06,1.977,1.905,111.755,0.693,-0.96,41.836,0.83,28.972,2.122,67.131,131.087,40.947,-0.577,40.947
295642,b,93.559,177.082,31.616,4.022,1.61,115.818,2.08,-1.41,27.808,2.113,57.849,-0.751,48.414,137.201,30.161,-1.382,30.161
295644,b,79.449,39.696,10.434,1.597,25.019,88.392,1.839,-1.409,20.133,-1.964,37.022,-2.357,48.1,142.049,31.236,2.574,31.236
295657,b,122.243,129.329,33.305,2.551,23.582,123.925,2.858,-1.371,23.972,1.38,68.517,-1.073,55.438,168.378,31.436,-1.056,31.436
295687,b,53.238,61.047,29.478,2.547,0.778,93.621,0.803,-1.407,35.195,1.068,28.26,1.403,49.811,77.003,30.166,-1.139,30.166
295704,b,105.163,135.468,28.588,2.815,2.115,123.862,1.661,-1.102,35.133,-0.248,58.367,-2.358,47.505,88.559,30.362,-3.967,30.362
295711,b,62.619,194.384,74.466,4.135,1.279,125.324,1.343,0.007,21.794,1.994,29.273,-2.117,55.892,137.5,74.257,-2.261,74.257
295730,b,185.298,175.545,101.141,2.573,2.152,283.838,0.806,-1.36,101.874,1.61,82.067,1.581,111.81,328.616,99.897,0.545,99.897
295800,b,86.163,97.975,104.75,3.66,27.761,141.069,0.876,1.413,32.434,0.017,28.424,2.135,98.785,146.551,80.21,0.578,80.21
295882,b,101.356,36.166,48.06,0.688,6.509,151.227,0.801,-0.917,58.352,-1.591,46.721,-2.141,57.839,194.046,46.155,1.807,46.155
295912,b,85.63,56.481,27.009,1.983,8.99,89.646,1.048,-1.414,26.405,2.3,27.669,0.705,71.978,162.278,35.572,2.224,35.572
295978,b,95.029,63.77,42.993,1.464,7.865,137.595,0.707,-1.225,56.698,0.727,40.109,0.791,57.203,194.236,40.788,-0.221,40.788
295979,b,79.238,34.336,32.443,1.359,2.262,83.983,1.216,-0.989,22.261,0.417,27.072,-0.703,67.72,92.064,34.651,-1.504,34.651
295991,b,67.839,41.023,41.284,1.492,0.659,96.625,1.101,-0.858,26.638,-1.1,29.334,-2.042,61.242,82.843,40.653,-0.603,40.653
296007,b,82.375,55.324,183.92,1.061,2.165,295.59,0.416,0.203,80.366,0.279,33.428,-0.515,104.1,339.722,181.796,2.469,181.796
296078,b,44.734,77.476,32.286,2.105,3.007,125.151,0.474,-0.953,62.542,-0.486,29.633,-1.09,63.346,160.881,32.976,2.863,32.976
296139,b,90.922,54.902,63.384,1.9,31.248,129.53,1.368,-0.316,25.439,0.623,34.792,-0.561,64.762,151.813,69.298,0.033,69.298
296141,b,156.446,114.361,23.19,2.458,15.03,169.374,2.743,-1.374,35.443,0.137,97.23,0.705,69.816,368.544,36.701,1.71,36.701
296185,b,94.327,65.903,29.613,2.39,12.96,104.56,1.662,-1.39,23.411,0.06,38.914,1.351,65.172,320.404,42.236,-3.351,42.236
296190,b,104.727,101.551,2.097,2.24,34.016,117.113,1.095,-1.408,38.977,0.247,42.69,-1.683,68.578,85.861,35.446,2.644,35.446
296194,b,114.248,60.797,65.591,1.95,16.194,125.518,1.138,-0.994,34.231,0.267,38.958,0.508,83.761,205.472,52.329,-0.402,52.329
296210,b,98.393,74.992,58.983,3.069,21.157,139.825,2.453,1.414,23.385,1.629,57.367,2.07,60.539,124.339,59.072,-0.61,59.072
296216,b,96.117,99.445,58.238,2.497,16.973,137.831,1.316,-0.317,27.845,-0.301,36.652,2.116,69.955,250.833,73.335,2.115,73.335
296282,b,88.854,56.186,54.231,2.28,1.353,112.619,1.223,-0.787,25.669,-0.572,31.396,0.364,63.253,135.55,55.553,-2.359,55.553
296307,b,73.109,110.669,63.167,2.526,22.258,109.268,1.178,-0.014,31.357,2.026,36.924,-0.5,49.076,166.356,40.987,-1.335,40.987
296315,b,72.903,48.373,84.323,1.337,21.507,161.929,1.48,-0.43,31.645,-1.193,46.826,-1.572,74.167,277.762,83.459,-2.302,83.459
296349,b,96.054,54.855,35.677,1.983,13.347,89.22,1.513,-1.414,22.144,0.123,33.509,-1.321,77.935,162.674,33.567,-1.897,33.567
296448,b,95.334,35.359,44.401,1.347,11.546,110.765,1.357,-0.832,23.348,-0.06,31.69,-0.74,72.121,209.937,55.728,0.04,55.728
296453,b,84.109,21.987,74.972,0.739,0.724,139.279,1.891,-0.048,22.09,1.608,41.769,1.508,58.843,127.61,75.42,0.314,75.42
296479,b,85.409,58.327,60.859,1.855,5.461,127.5,1.065,-0.422,29.739,1.741,31.669,0.341,62.013,140.68,66.092,3.611,66.092
296514,b,74.34,99.549,16.001,2.517,17.852,98.234,0.676,-1.337,39.508,0.211,26.722,-2.146,52.734,211.566,32.004,-0.557,32.004
296548,b,92.919,160.633,33.904,3.972,1.16,97.745,1.605,-1.387,24.249,-1.221,38.908,2.038,63.598,170.958,34.588,0.787,34.588
296551,b,118.104,108.565,41.614,2.432,2.764,158.997,1.729,-1.414,42.069,-1.487,72.747,-0.819,71.497,130.847,44.181,1.018,44.181
296605,s,268.117,73.753,96.54,0.773,26.278,281.619,0.437,-1.412,146.992,0.641,64.21,0.936,287.962,269.075,70.417,0.06,70.417
296621,b,63.566,83.382,92.032,2.742,25.057,149.26,1.095,-1.297,34.356,2.239,37.636,0.962,103.674,173.22,77.269,-0.028,77.269
296648,b,79.403,28.22,1.267,1.043,32.774,89.664,1.38,-1.405,24.046,0.596,33.187,0.626,50.041,38.942,32.431,-2.625,32.431
296661,b,84.208,114.494,125.14,2.687,74.186,126.196,1.693,-0.292,27.522,0.43,46.596,-1.944,115.328,286.898,52.078,-2.136,52.078
296718,b,81.114,92.453,38.783,2.059,2.119,114.123,1.048,-0.688,37.795,-0.801,39.622,1.184,47.858,165.972,36.706,1.671,36.706
296756,b,95.26,117.625,128.97,2.722,29.272,280.784,4.05,-1.275,24.557,-0.447,99.448,-1.839,80.072,312.204,156.779,-1.43,156.779
296778,s,142.785,78.223,62.68,1.32,52.24,146.694,1.024,-0.229,54.692,-0.7,56.023,-2.002,103.176,286.305,35.978,-2.59,35.978
296803,b,61.06,62.298,56.445,3.221,20.095,95.728,1.479,-1.414,23.951,1.318,35.419,2.057,54.937,132.98,36.358,1.375,36.358
296905,b,94.543,67.239,76.851,2.353,20.874,128.498,0.69,-1.414,42.913,-1.582,29.607,-1.124,104.461,192.443,55.978,-0.554,55.978
296915,b,97.439,105.927,27.633,2.499,5.556,103.964,2.448,-0.799,21.197,-1.827,51.883,0.665,45.771,174.916,30.884,0.751,30.884
297011,b,86.862,53.16,49.984,1.695,19.711,122.218,0.869,-0.918,37.059,0.283,32.186,-0.254,58.695,219.019,52.973,2.096,52.973
297022,b,96.428,49.417,66.748,1.858,25.932,92.314,1.433,-1.09,21.12,0.335,30.261,1.847,99.76,191.079,40.933,2.181,40.933
297075,s,109.085,76.924,59.536,2.091,1.557,146.964,0.888,-1.408,47.056,-0.889,41.764,-1.049,104.423,208.793,58.144,-2.475,58.144
297087,b,50.197,120.948,29.621,2.713,6.057,131.931,0.437,-1.044,69.215,-0.275,30.246,1.498,72.827,196.365,32.47,-1.695,32.47
297094,b,106.936,42.465,65.053,1.78,6.603,122.414,1.631,-0.785,20.259,-2.252,33.035,-1.48,87.375,216.696,69.121,-1.7,69.121
297117,b,76.551,74.116,25.942,2.97,5.009,85.192,1.702,-1.396,20.138,2.188,34.271,0.324,50.545,163.103,30.783,2.105,30.783
297119,b,100.104,145.789,33.276,3.228,0.269,116.614,1.192,-1.246,38.023,-1.128,45.32,1.284,56.485,121.997,33.271,-0.168,33.271
297205,b,83.075,31.083,29.379,1.009,3.594,95.472,1.342,-0.725,26.685,1.942,35.825,1.272,48.689,153.119,32.962,-1.523,32.962
297307,b,108.971,73.791,65.65,1.131,3.753,193.398,0.534,-1.07,85.071,-2.368,45.442,-1.265,65.333,228.764,62.886,-1.612,62.886
297340,b,78.6,35.95,71.605,1.285,36.781,92.785,1.639,-0.071,20.741,-0.06,33.988,-1.254,63.647,208.81,38.057,0.693,38.057
297455,b,107.15,17.231,43.044,0.471,23.321,126.545,1.278,-0.397,32.452,1.964,41.485,2.175,72.332,155.616,52.607,3.315,52.607
297476,b,92.574,43.885,26.294,1.654,7.184,84.19,1.515,-1.128,20.4,0.841,30.902,-0.577,69.49,149.496,32.888,1.996,32.888
297478,b,63.056,73.941,78.615,1.824,29.662,143.9,1.058,-0.443,40.712,-0.466,43.056,-1.575,72.045,260.103,60.132,0.724,60.132
297508,b,77.769,52.886,35.696,1.922,2.485,91.455,1.661,-0.631,21.631,0.299,35.935,-0.976,43.274,114.72,33.889,-3.401,33.889
297540,b,93.192,84.469,32.209,1.745,1.322,120.655,0.959,-1.402,45.819,-0.297,43.931,1.259,50.884,158.072,30.905,-0.623,30.905
297637,b,74.274,92.741,56.569,2.486,2.061,127.156,1.258,-0.909,30.405,-1.459,38.241,0.555,70.354,135.164,58.51,2.217,58.51
297656,b,106.225,83.421,33.43,2.33,19.982,99.874,1.248,-1.186,28.0,0.102,34.934,-1.972,81.312,105.953,36.94,0.39,36.94
297677,b,108.276,63.841,129.015,2.15,12.468,193.625,0.987,0.34,31.788,-2.108,31.364,-0.883,114.603,236.945,130.473,0.391,130.473
297685,b,82.025,62.284,59.393,2.475,38.256,97.193,0.72,-1.402,37.55,1.227,27.033,1.798,75.557,306.67,32.61,2.342,32.61
297687,b,76.663,143.178,36.049,3.571,22.271,102.97,1.48,-0.04,20.308,2.413,30.06,-1.158,54.893,183.136,52.601,-0.914,52.601
297723,b,118.933,145.245,55.292,2.556,24.021,201.984,0.697,-1.398,87.218,1.025,60.748,0.399,69.208,272.144,54.019,2.265,54.019
297754,b,81.822,63.719,3.949,1.871,43.4,108.448,1.099,-1.414,29.373,-0.003,32.286,-1.721,53.548,110.291,46.79,-2.677,46.79
297758,b,50.582,59.547,69.768,2.289,0.05,128.835,1.118,-0.984,27.906,1.703,31.197,0.673,77.201,113.318,69.732,2.188,69.732
297767,b,71.986,82.434,32.429,2.884,1.218,106.594,1.477,-1.414,30.4,-0.738,44.888,0.301,46.453,117.0,31.306,1.336,31.306
297914,b,95.875,97.858,38.094,2.855,5.042,126.014,1.109,-1.384,39.29,-0.415,43.589,-1.714,59.189,186.164,43.134,2.31,43.134
297916,b,76.718,59.945,29.224,1.562,2.357,104.109,0.818,-1.173,40.529,0.899,33.143,-0.426,44.574,147.562,30.437,0.035,30.437
297985,b,37.407,54.328,102.997,2.527,1.598,159.146,1.668,-0.972,21.355,-0.366,35.617,-0.92,93.778,177.842,102.175,-1.699,102.175
298041,b,82.702,48.217,46.849,1.757,43.816,94.173,1.035,-0.829,29.991,2.253,31.045,1.721,55.414,175.365,33.137,2.233,33.137
298050,b,73.518,44.483,32.729,1.62,1.307,86.882,1.372,-0.869,22.362,-1.702,30.671,-0.339,56.6,125.043,33.849,-0.656,33.849
298057,b,97.518,107.458,117.187,3.145,68.659,210.491,2.373,1.414,32.463,-0.234,77.021,0.537,92.128,301.711,101.008,-1.914,101.008
298080,b,92.908,318.244,82.382,4.489,26.792,139.826,2.572,-0.623,22.912,2.038,58.931,-2.289,71.377,147.422,57.982,-0.837,57.982
298111,b,76.84,38.354,48.932,1.587,1.747,100.038,1.273,-0.488,22.494,1.025,28.623,1.822,54.434,97.646,48.921,-0.053,48.921
298204,b,80.948,60.735,51.182,2.792,3.165,98.427,1.175,-1.384,22.986,-1.951,27.013,-0.506,68.887,103.541,48.428,-0.549,48.428
298239,b,134.58,150.474,56.389,1.951,2.799,198.332,0.936,-1.29,71.991,0.683,67.373,2.448,73.905,263.621,58.968,2.278,58.968
298410,b,104.832,98.396,43.732,2.645,8.762,140.475,1.0,-1.382,50.609,2.02,50.624,1.866,59.816,184.713,39.242,1.563,39.242
298439,b,64.509,67.187,50.573,2.86,3.664,120.327,0.767,-1.414,38.072,-1.48,29.211,-1.093,59.689,116.835,53.045,2.445,53.045
298468,b,152.378,64.93,11.028,1.74,49.904,135.319,3.265,-1.15,22.449,1.319,73.304,0.611,79.725,267.832,39.567,2.641,39.567
298545,b,127.741,22.764,36.664,0.652,38.597,111.936,2.994,-0.894,20.197,1.939,60.479,2.272,74.371,244.033,31.26,-4.0,31.26
298558,b,86.464,79.169,29.463,2.665,6.173,103.677,1.195,-1.369,33.352,1.224,39.869,2.254,51.338,135.263,30.457,0.873,30.457
298587,b,77.947,126.95,63.704,2.733,22.384,176.638,1.426,-1.4,54.263,2.107,77.4,2.066,63.441,272.306,44.975,0.445,44.975
298603,b,76.36,60.799,38.251,2.65,22.056,98.474,1.257,-1.41,27.393,-0.057,34.428,-0.489,55.567,152.796,36.653,0.955,36.653
298617,b,66.814,97.249,42.227,2.942,25.356,148.729,0.726,-1.414,56.065,1.836,40.726,2.273,51.677,147.911,51.938,1.898,51.938
298713,b,134.471,18.431,45.04,0.59,20.023,102.656,1.815,-1.147,22.9,-0.056,41.567,0.477,108.789,148.157,38.189,1.456,38.189
298714,b,204.104,91.471,62.577,1.777,28.155,189.698,5.6,-0.853,23.477,-0.847,131.473,-0.043,79.589,297.461,34.749,0.562,34.749
298770,b,112.596,87.523,43.644,3.244,1.906,120.183,2.275,-1.404,22.869,0.19,52.018,-1.259,68.139,162.507,45.296,1.572,45.296
298785,s,219.111,71.445,0.53,0.807,296.82,475.023,0.626,-1.384,109.489,0.727,68.509,-0.036,176.331,182.096,297.025,-2.572,297.025
298819,b,133.017,63.267,32.205,1.683,57.125,127.895,3.078,-0.883,23.5,1.149,72.325,1.705,61.348,186.242,32.069,3.637,32.069
298876,b,128.524,226.265,36.955,3.618,2.942,139.179,3.204,-1.409,24.863,1.684,79.67,-1.565,58.942,122.63,34.646,-0.129,34.646
298920,b,109.155,55.364,42.762,1.766,4.092,108.6,1.844,-0.769,24.128,1.041,44.495,0.043,67.716,195.581,39.976,-2.829,39.976
298924,b,37.192,28.299,113.686,1.243,18.861,147.097,1.226,0.208,21.821,-1.268,26.759,-1.505,95.971,261.313,98.517,-2.979,98.517
299017,b,86.212,62.406,69.302,3.073,36.89,94.04,1.579,-1.413,20.409,0.689,32.222,-0.644,81.064,156.509,41.409,-3.004,41.409
299121,b,141.405,93.064,24.315,1.832,23.855,146.513,2.284,-1.37,34.291,-0.117,78.309,-1.297,67.809,280.657,33.913,-0.902,33.913
299166,b,63.507,78.415,44.476,1.618,0.285,159.139,0.397,-1.04,82.172,0.09,32.624,0.801,53.417,132.233,44.343,0.967,44.343
299177,b,59.363,68.49,63.267,2.798,3.346,129.084,0.731,-1.409,39.879,1.293,29.147,1.705,79.172,198.047,60.058,1.337,60.058
299217,b,78.574,52.96,72.602,1.649,20.978,123.844,0.688,-0.386,40.253,-1.888,27.711,-0.959,60.181,240.65,55.88,-1.076,55.88
299273,b,109.328,63.645,34.64,1.797,20.876,114.207,1.732,-0.443,23.86,0.664,41.323,-1.091,74.469,175.767,49.024,-0.87,49.024
299315,b,97.6,70.897,49.967,2.24,7.45,144.275,2.915,-1.408,22.472,-0.433,65.508,-0.942,55.874,138.51,56.294,1.086,56.294
299360,b,98.071,46.713,70.341,1.951,41.812,89.049,1.816,0.219,20.897,-1.397,37.939,-1.498,71.894,162.852,30.214,-2.016,30.214
299407,b,103.637,123.679,32.668,2.607,0.669,128.588,1.364,-1.122,40.403,-0.037,55.096,1.771,48.942,142.38,33.088,0.12,33.088
299457,b,92.991,76.837,52.22,2.078,25.933,150.276,1.423,-1.326,35.249,1.098,50.154,0.315,77.129,206.431,64.873,0.435,64.873
299474,b,91.598,88.722,38.385,2.796,9.163,99.738,1.757,-1.414,24.459,0.654,42.98,-1.189,66.918,110.607,32.299,-1.233,32.299
299493,b,106.626,76.722,88.169,1.81,5.379,201.731,4.007,-1.085,22.239,-2.037,89.101,-1.029,55.22,301.576,90.392,-0.396,90.392
299504,b,75.202,19.065,44.755,0.576,3.025,110.437,0.874,-0.317,35.344,1.757,30.889,2.152,49.236,156.903,44.204,1.261,44.204
299589,s,129.579,65.21,306.881,1.59,31.928,369.328,1.693,1.337,35.039,-0.911,59.337,-0.782,247.621,487.478,274.953,-0.759,274.953
299684,b,88.479,52.968,16.179,1.569,23.686,103.542,1.542,-1.159,25.985,2.042,40.063,0.717,49.019,191.149,37.494,-1.848,37.494
299697,b,111.225,170.827,96.905,3.496,57.94,177.061,2.455,-1.414,37.284,-0.15,91.523,1.711,78.6,248.241,48.254,2.252,48.254
299717,b,73.583,63.358,41.075,1.968,1.933,112.155,0.624,-1.234,44.798,-1.691,27.937,-0.808,49.445,138.342,39.42,-4.258,39.42
299769,b,89.318,53.574,28.001,1.934,2.934,94.42,1.322,-1.218,27.571,-1.267,36.444,-1.788,55.665,149.537,30.405,-3.635,30.405
299802,s,68.958,97.392,52.584,2.978,6.453,153.161,0.631,-1.414,61.403,1.307,38.732,1.429,54.849,223.427,53.026,-0.089,53.026
299803,b,83.253,131.277,19.317,3.431,18.736,99.211,1.772,-1.411,24.791,1.709,43.936,-0.978,49.696,193.091,30.485,-3.155,30.485
299839,b,98.171,40.939,65.84,1.167,25.606,132.93,2.17,-0.207,23.684,-0.578,51.388,-1.43,56.082,153.908,57.858,1.34,57.858
299934,b,81.314,67.085,30.994,2.146,7.222,111.066,1.165,-1.404,35.276,-1.425,41.093,-1.264,62.883,190.981,34.697,1.613,34.697
299950,b,71.774,64.983,69.713,1.612,15.506,156.637,0.716,-0.109,43.112,0.805,30.871,-0.781,62.887,215.535,82.655,2.378,82.655
299953,b,156.118,100.118,53.341,2.094,7.354,186.66,4.23,-0.933,25.647,1.268,108.478,2.253,56.223,181.36,52.536,1.598,52.536
299970,b,63.965,267.557,63.638,4.554,22.318,126.387,1.008,-1.383,40.207,-1.695,40.517,2.047,79.45,156.059,45.662,-0.411,45.662
300032,b,94.713,48.832,62.797,2.691,31.037,125.887,1.555,-1.383,20.07,-1.255,31.212,-1.227,78.589,238.163,74.605,-2.18,74.605
300298,b,208.611,164.341,100.909,2.786,23.296,224.462,1.28,-1.342,62.751,0.752,80.333,-0.494,143.061,289.408,81.378,-3.096,81.378
300406,b,119.117,18.258,49.888,0.518,42.133,106.257,2.061,-0.56,24.764,-0.925,51.04,-0.907,82.26,169.284,30.453,2.703,30.453
300414,b,121.631,111.987,78.61,3.032,30.253,120.672,1.603,-1.414,27.692,0.593,44.403,-1.617,113.045,263.444,48.577,-1.763,48.577
300415,b,80.057,59.6,39.58,1.912,3.25,116.883,1.576,-1.341,28.758,0.621,45.327,0.945,59.202,114.807,42.798,-2.035,42.798
300425,b,106.66,63.26,51.653,2.459,19.073,97.925,1.704,-1.017,22.448,1.084,38.246,-0.092,74.368,172.823,37.231,-2.256,37.231
300468,b,84.3,70.373,57.452,1.444,2.255,166.707,0.405,-1.178,76.24,-1.9,30.876,-0.863,57.876,175.66,59.59,3.737,59.59
300475,b,84.749,24.052,64.711,0.975,34.855,98.376,1.365,-0.27,21.91,-0.139,29.899,-0.012,68.886,219.625,46.567,-1.732,46.567
300476,s,153.41,120.936,9.372,2.086,36.643,178.946,1.549,-1.355,54.952,0.654,85.106,0.164,74.994,259.733,38.888,1.27,38.888
300488,b,84.301,66.468,119.046,1.198,22.877,216.246,0.834,-0.027,57.628,1.998,48.064,0.833,74.209,347.378,110.554,2.58,110.554
300524,b,87.561,48.528,41.352,1.342,5.977,108.214,2.223,-0.039,22.492,0.797,50.005,2.139,40.869,82.745,35.717,2.521,35.717
300557,b,143.44,108.88,54.703,2.588,17.272,178.367,1.298,-1.332,49.585,2.01,64.371,1.882,83.164,217.889,64.412,0.855,64.412
300593,b,74.764,62.542,63.6,1.883,9.891,142.809,0.988,-1.012,36.368,0.686,35.936,-0.171,85.857,209.258,70.505,1.152,70.505
300691,s,247.372,69.365,56.579,0.874,1.187,223.128,1.812,-0.798,59.14,-0.661,107.184,-0.084,143.375,132.667,56.804,-1.276,56.804
300729,s,87.475,62.942,34.592,1.748,2.088,100.742,1.731,-0.168,24.202,-0.614,41.888,1.128,48.406,111.848,34.653,0.804,34.653
300743,b,78.256,77.377,29.348,3.04,4.748,91.923,1.932,-1.409,21.035,-1.99,40.632,-0.354,48.635,174.95,30.257,-2.105,30.257
300789,b,133.381,31.666,15.912,0.889,39.094,128.27,3.0,-1.413,20.994,-1.691,62.987,-2.051,73.377,351.789,44.289,-1.856,44.289
300812,b,95.828,144.431,65.699,3.769,0.695,166.973,3.238,1.414,23.824,-0.938,77.147,1.286,48.77,177.775,66.002,0.456,66.002
300821,b,81.769,258.358,47.59,4.062,0.751,119.855,0.686,-0.451,42.432,2.056,29.092,-1.964,75.168,153.01,48.331,-1.194,48.331
300843,b,104.89,140.155,44.686,2.537,33.77,131.645,0.627,-0.936,56.567,-0.991,35.48,1.414,77.565,174.874,39.599,2.899,39.599
300850,b,98.968,104.133,42.27,3.319,9.326,101.313,1.572,-1.367,25.161,-0.823,39.554,1.399,67.529,256.262,36.598,-0.844,36.598
300867,b,98.09,20.767,49.758,0.671,23.126,110.354,1.907,-0.433,22.312,0.699,42.559,1.142,70.627,158.119,45.483,1.356,45.483
300912,b,107.662,92.193,37.703,2.65,1.768,131.96,1.701,-1.411,35.517,-2.294,60.406,-1.806,64.222,164.497,36.036,0.289,36.036
300936,b,94.17,52.773,34.785,1.486,1.278,107.866,2.627,-0.978,20.376,-0.062,53.526,-1.465,44.131,71.472,33.963,2.817,33.963
300940,s,79.016,283.523,127.291,3.859,1.783,263.269,1.502,-1.318,53.69,-2.419,80.645,0.399,116.832,325.445,128.934,1.78,128.934
301016,b,76.812,73.729,33.772,1.882,26.89,107.039,0.661,-0.197,41.808,-1.442,27.65,0.434,58.574,136.016,37.582,0.146,37.582
301019,b,65.696,150.547,46.337,3.512,10.347,136.077,0.574,-1.372,50.695,2.144,29.079,-0.49,83.764,223.284,56.303,1.991,56.303
301020,b,94.432,35.685,34.015,1.128,0.911,107.302,2.404,-1.266,21.501,-0.598,51.683,-0.616,52.433,177.406,34.118,1.072,34.118
301045,b,76.531,49.446,47.629,1.079,17.76,143.891,0.343,-0.6,76.884,0.719,26.361,-0.167,68.658,263.22,40.647,2.264,40.647
301078,b,113.629,146.964,28.65,2.785,2.976,138.398,2.111,-1.219,34.698,-0.509,73.264,1.538,44.82,83.318,30.435,-1.66,30.435
301119,b,76.839,55.829,4.74,1.483,35.924,119.394,0.485,-1.364,58.98,2.451,28.62,2.202,65.94,129.036,31.794,2.525,31.794
301124,b,73.687,40.012,53.546,1.333,47.323,88.717,1.684,-0.101,21.625,-1.812,36.416,-0.508,47.239,140.738,30.677,-3.501,30.677
301179,b,69.425,59.606,35.945,2.332,47.993,111.453,0.705,-1.41,36.951,0.459,26.05,1.122,58.615,188.19,48.452,0.432,48.452
301184,b,116.368,139.609,71.753,2.759,1.197,185.474,1.152,-1.391,52.329,-1.94,60.286,-0.405,107.879,136.986,72.859,-2.831,72.859
301213,b,152.029,132.657,49.583,3.045,46.067,185.438,1.603,1.335,50.119,0.066,80.333,-0.553,73.636,255.03,54.986,0.414,54.986
301218,b,82.032,50.793,32.077,1.815,21.795,95.009,0.879,-1.398,31.119,-0.628,27.352,-1.68,75.043,163.275,36.537,0.15,36.537
301241,b,107.689,89.394,207.84,2.756,42.903,266.076,1.346,1.401,30.08,1.836,40.48,0.193,179.026,341.231,195.516,-2.337,195.516
301245,b,97.309,97.75,63.652,2.784,5.666,167.914,2.596,-1.414,30.351,-1.811,78.78,-2.183,55.498,214.332,58.783,1.926,58.783
301295,b,43.226,64.285,105.994,2.305,0.906,182.7,2.212,-0.71,23.606,2.255,52.208,2.381,81.991,200.479,106.886,1.037,106.886
301304,b,68.363,28.148,98.918,0.601,27.203,180.437,0.4,-0.132,75.029,-0.591,30.039,-0.494,77.754,233.241,75.37,0.191,75.37
301338,b,52.346,48.544,53.832,1.905,6.302,109.053,1.388,-1.012,25.214,2.046,35.003,1.893,56.86,177.664,48.836,1.554,48.836
301422,s,70.79,67.403,51.559,2.271,2.99,110.31,1.285,-1.048,25.357,-0.309,32.574,1.381,69.753,161.885,52.379,0.045,52.379
301432,b,67.829,284.31,51.206,5.057,4.361,104.116,1.543,-1.276,21.883,2.302,33.776,-2.387,65.77,127.445,48.457,-0.864,48.457
301437,b,100.362,45.602,19.422,1.448,20.383,103.762,1.847,-1.107,25.274,0.023,46.676,-0.124,54.117,132.629,31.812,-1.034,31.812
301493,b,77.856,30.449,34.632,1.125,1.558,92.569,0.952,-1.094,29.024,2.009,27.621,2.294,71.397,119.251,35.925,2.966,35.925
301505,b,94.699,136.483,38.879,4.019,10.092,90.742,1.833,-1.347,20.721,0.639,37.985,-2.448,62.203,147.041,32.037,-3.613,32.037
301530,b,109.348,82.49,58.645,2.321,14.361,131.625,1.691,-0.327,29.065,-0.077,49.146,1.281,64.134,156.654,53.414,-0.314,53.414
301566,b,143.355,62.545,35.939,1.586,56.259,146.724,3.425,-0.822,22.25,-0.07,76.196,0.771,67.902,223.287,48.278,2.686,48.278
301585,b,106.756,51.859,75.958,1.39,4.764,164.64,2.935,-0.108,21.842,2.193,64.104,1.238,55.592,230.416,78.694,1.541,78.694
301601,b,66.069,51.734,46.166,1.36,36.932,114.555,0.702,-0.641,45.776,0.317,32.149,1.213,55.538,233.261,36.631,0.221,36.631
301612,b,78.719,65.87,54.185,2.713,27.289,99.828,0.815,-1.406,37.324,-1.625,30.426,-1.645,62.602,133.811,32.078,2.552,32.078
301710,b,85.855,127.561,33.576,3.232,3.459,85.081,1.249,-0.594,24.188,0.918,30.202,-2.254,62.358,127.77,30.691,-3.869,30.691
301745,b,123.802,60.744,62.062,1.862,2.639,144.039,2.797,-0.193,21.211,-0.212,59.335,0.624,71.066,222.391,63.493,0.572,63.493
